type,filename,text
distcomplete-tp,distcomplete-tp-micah-drew-gave-9-candy.mp3,Look! Micah gave Drew nine candies!
distcomplete-tp,distcomplete-tp-micah-drew-gave-9-bug.mp3,Look! Micah gave Drew nine bugs!
trialstart-tp,trialstart-tp-taylor-jordan-candy.mp3,Here are Taylor and Jordan! Taylor's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-taylor-jordan-candy.mp3,Let's see how many candies Taylor gives to Jordan!
trialstart-tp,trialstart-tp-taylor-jordan-bug.mp3,Here are Taylor and Jordan! Taylor's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-taylor-jordan-bug.mp3,Let's see how many bugs Taylor gives to Jordan!
distcomplete-tp,distcomplete-tp-taylor-jordan-gave-1-candy.mp3,Look! Taylor gave Jordan one candy!
distcomplete-tp,distcomplete-tp-taylor-jordan-gave-1-bug.mp3,Look! Taylor gave Jordan one bug!
distcomplete-tp,distcomplete-tp-taylor-jordan-gave-5-candy.mp3,Look! Taylor gave Jordan five candies!
distcomplete-tp,distcomplete-tp-taylor-jordan-gave-5-bug.mp3,Look! Taylor gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-taylor-jordan-gave-9-candy.mp3,Look! Taylor gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-taylor-jordan-gave-9-bug.mp3,Look! Taylor gave Jordan nine bugs!
trialstart-tp,trialstart-tp-taylor-skyler-candy.mp3,Here are Taylor and Skyler! Taylor's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-taylor-skyler-candy.mp3,Let's see how many candies Taylor gives to Skyler!
trialstart-tp,trialstart-tp-taylor-skyler-bug.mp3,Here are Taylor and Skyler! Taylor's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-taylor-skyler-bug.mp3,Let's see how many bugs Taylor gives to Skyler!
distcomplete-tp,distcomplete-tp-taylor-skyler-gave-1-candy.mp3,Look! Taylor gave Skyler one candy!
distcomplete-tp,distcomplete-tp-taylor-skyler-gave-1-bug.mp3,Look! Taylor gave Skyler one bug!
distcomplete-tp,distcomplete-tp-taylor-skyler-gave-5-candy.mp3,Look! Taylor gave Skyler five candies!
distcomplete-tp,distcomplete-tp-taylor-skyler-gave-5-bug.mp3,Look! Taylor gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-taylor-skyler-gave-9-candy.mp3,Look! Taylor gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-taylor-skyler-gave-9-bug.mp3,Look! Taylor gave Skyler nine bugs!
trialstart-tp,trialstart-tp-taylor-mackenzie-candy.mp3,Here are Taylor and Mackenzie! Taylor's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-taylor-mackenzie-candy.mp3,Let's see how many candies Taylor gives to Mackenzie!
trialstart-tp,trialstart-tp-taylor-mackenzie-bug.mp3,Here are Taylor and Mackenzie! Taylor's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-taylor-mackenzie-bug.mp3,Let's see how many bugs Taylor gives to Mackenzie!
distcomplete-tp,distcomplete-tp-taylor-mackenzie-gave-1-candy.mp3,Look! Taylor gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-taylor-mackenzie-gave-1-bug.mp3,Look! Taylor gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-taylor-mackenzie-gave-5-candy.mp3,Look! Taylor gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-taylor-mackenzie-gave-5-bug.mp3,Look! Taylor gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-taylor-mackenzie-gave-9-candy.mp3,Look! Taylor gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-taylor-mackenzie-gave-9-bug.mp3,Look! Taylor gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-taylor-casey-candy.mp3,Here are Taylor and Casey! Taylor's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-taylor-casey-candy.mp3,Let's see how many candies Taylor gives to Casey!
trialstart-tp,trialstart-tp-taylor-casey-bug.mp3,Here are Taylor and Casey! Taylor's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-taylor-casey-bug.mp3,Let's see how many bugs Taylor gives to Casey!
distcomplete-tp,distcomplete-tp-taylor-casey-gave-1-candy.mp3,Look! Taylor gave Casey one candy!
distcomplete-tp,distcomplete-tp-taylor-casey-gave-1-bug.mp3,Look! Taylor gave Casey one bug!
distcomplete-tp,distcomplete-tp-taylor-casey-gave-5-candy.mp3,Look! Taylor gave Casey five candies!
distcomplete-tp,distcomplete-tp-taylor-casey-gave-5-bug.mp3,Look! Taylor gave Casey five bugs!
distcomplete-tp,distcomplete-tp-taylor-casey-gave-9-candy.mp3,Look! Taylor gave Casey nine candies!
distcomplete-tp,distcomplete-tp-taylor-casey-gave-9-bug.mp3,Look! Taylor gave Casey nine bugs!
trialstart-tp,trialstart-tp-taylor-shawn-candy.mp3,Here are Taylor and Shawn! Taylor's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-taylor-shawn-candy.mp3,Let's see how many candies Taylor gives to Shawn!
trialstart-tp,trialstart-tp-taylor-shawn-bug.mp3,Here are Taylor and Shawn! Taylor's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-taylor-shawn-bug.mp3,Let's see how many bugs Taylor gives to Shawn!
distcomplete-tp,distcomplete-tp-taylor-shawn-gave-1-candy.mp3,Look! Taylor gave Shawn one candy!
distcomplete-tp,distcomplete-tp-taylor-shawn-gave-1-bug.mp3,Look! Taylor gave Shawn one bug!
distcomplete-tp,distcomplete-tp-taylor-shawn-gave-5-candy.mp3,Look! Taylor gave Shawn five candies!
distcomplete-tp,distcomplete-tp-taylor-shawn-gave-5-bug.mp3,Look! Taylor gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-taylor-shawn-gave-9-candy.mp3,Look! Taylor gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-taylor-shawn-gave-9-bug.mp3,Look! Taylor gave Shawn nine bugs!
trialstart-tp,trialstart-tp-taylor-drew-candy.mp3,Here are Taylor and Drew! Taylor's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-taylor-drew-candy.mp3,Let's see how many candies Taylor gives to Drew!
trialstart-tp,trialstart-tp-taylor-drew-bug.mp3,Here are Taylor and Drew! Taylor's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-taylor-drew-bug.mp3,Let's see how many bugs Taylor gives to Drew!
distcomplete-tp,distcomplete-tp-taylor-drew-gave-1-candy.mp3,Look! Taylor gave Drew one candy!
distcomplete-tp,distcomplete-tp-taylor-drew-gave-1-bug.mp3,Look! Taylor gave Drew one bug!
distcomplete-tp,distcomplete-tp-taylor-drew-gave-5-candy.mp3,Look! Taylor gave Drew five candies!
distcomplete-tp,distcomplete-tp-taylor-drew-gave-5-bug.mp3,Look! Taylor gave Drew five bugs!
distcomplete-tp,distcomplete-tp-taylor-drew-gave-9-candy.mp3,Look! Taylor gave Drew nine candies!
distcomplete-tp,distcomplete-tp-taylor-drew-gave-9-bug.mp3,Look! Taylor gave Drew nine bugs!
trialstart-tp,trialstart-tp-cam-jordan-candy.mp3,Here are Cam and Jordan! Cam's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-cam-jordan-candy.mp3,Let's see how many candies Cam gives to Jordan!
trialstart-tp,trialstart-tp-cam-jordan-bug.mp3,Here are Cam and Jordan! Cam's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-cam-jordan-bug.mp3,Let's see how many bugs Cam gives to Jordan!
distcomplete-tp,distcomplete-tp-cam-jordan-gave-1-candy.mp3,Look! Cam gave Jordan one candy!
distcomplete-tp,distcomplete-tp-cam-jordan-gave-1-bug.mp3,Look! Cam gave Jordan one bug!
distcomplete-tp,distcomplete-tp-cam-jordan-gave-5-candy.mp3,Look! Cam gave Jordan five candies!
distcomplete-tp,distcomplete-tp-cam-jordan-gave-5-bug.mp3,Look! Cam gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-cam-jordan-gave-9-candy.mp3,Look! Cam gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-cam-jordan-gave-9-bug.mp3,Look! Cam gave Jordan nine bugs!
trialstart-tp,trialstart-tp-cam-skyler-candy.mp3,Here are Cam and Skyler! Cam's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-cam-skyler-candy.mp3,Let's see how many candies Cam gives to Skyler!
trialstart-tp,trialstart-tp-cam-skyler-bug.mp3,Here are Cam and Skyler! Cam's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-cam-skyler-bug.mp3,Let's see how many bugs Cam gives to Skyler!
distcomplete-tp,distcomplete-tp-cam-skyler-gave-1-candy.mp3,Look! Cam gave Skyler one candy!
distcomplete-tp,distcomplete-tp-cam-skyler-gave-1-bug.mp3,Look! Cam gave Skyler one bug!
distcomplete-tp,distcomplete-tp-cam-skyler-gave-5-candy.mp3,Look! Cam gave Skyler five candies!
distcomplete-tp,distcomplete-tp-cam-skyler-gave-5-bug.mp3,Look! Cam gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-cam-skyler-gave-9-candy.mp3,Look! Cam gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-cam-skyler-gave-9-bug.mp3,Look! Cam gave Skyler nine bugs!
trialstart-tp,trialstart-tp-cam-mackenzie-candy.mp3,Here are Cam and Mackenzie! Cam's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-cam-mackenzie-candy.mp3,Let's see how many candies Cam gives to Mackenzie!
trialstart-tp,trialstart-tp-cam-mackenzie-bug.mp3,Here are Cam and Mackenzie! Cam's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-cam-mackenzie-bug.mp3,Let's see how many bugs Cam gives to Mackenzie!
distcomplete-tp,distcomplete-tp-cam-mackenzie-gave-1-candy.mp3,Look! Cam gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-cam-mackenzie-gave-1-bug.mp3,Look! Cam gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-cam-mackenzie-gave-5-candy.mp3,Look! Cam gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-cam-mackenzie-gave-5-bug.mp3,Look! Cam gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-cam-mackenzie-gave-9-candy.mp3,Look! Cam gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-cam-mackenzie-gave-9-bug.mp3,Look! Cam gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-cam-casey-candy.mp3,Here are Cam and Casey! Cam's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-cam-casey-candy.mp3,Let's see how many candies Cam gives to Casey!
trialstart-tp,trialstart-tp-cam-casey-bug.mp3,Here are Cam and Casey! Cam's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-cam-casey-bug.mp3,Let's see how many bugs Cam gives to Casey!
distcomplete-tp,distcomplete-tp-cam-casey-gave-1-candy.mp3,Look! Cam gave Casey one candy!
distcomplete-tp,distcomplete-tp-cam-casey-gave-1-bug.mp3,Look! Cam gave Casey one bug!
distcomplete-tp,distcomplete-tp-cam-casey-gave-5-candy.mp3,Look! Cam gave Casey five candies!
distcomplete-tp,distcomplete-tp-cam-casey-gave-5-bug.mp3,Look! Cam gave Casey five bugs!
distcomplete-tp,distcomplete-tp-cam-casey-gave-9-candy.mp3,Look! Cam gave Casey nine candies!
distcomplete-tp,distcomplete-tp-cam-casey-gave-9-bug.mp3,Look! Cam gave Casey nine bugs!
trialstart-tp,trialstart-tp-cam-shawn-candy.mp3,Here are Cam and Shawn! Cam's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-cam-shawn-candy.mp3,Let's see how many candies Cam gives to Shawn!
trialstart-tp,trialstart-tp-cam-shawn-bug.mp3,Here are Cam and Shawn! Cam's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-cam-shawn-bug.mp3,Let's see how many bugs Cam gives to Shawn!
distcomplete-tp,distcomplete-tp-cam-shawn-gave-1-candy.mp3,Look! Cam gave Shawn one candy!
distcomplete-tp,distcomplete-tp-cam-shawn-gave-1-bug.mp3,Look! Cam gave Shawn one bug!
distcomplete-tp,distcomplete-tp-cam-shawn-gave-5-candy.mp3,Look! Cam gave Shawn five candies!
distcomplete-tp,distcomplete-tp-cam-shawn-gave-5-bug.mp3,Look! Cam gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-cam-shawn-gave-9-candy.mp3,Look! Cam gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-cam-shawn-gave-9-bug.mp3,Look! Cam gave Shawn nine bugs!
trialstart-tp,trialstart-tp-cam-drew-candy.mp3,Here are Cam and Drew! Cam's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-cam-drew-candy.mp3,Let's see how many candies Cam gives to Drew!
trialstart-tp,trialstart-tp-cam-drew-bug.mp3,Here are Cam and Drew! Cam's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-cam-drew-bug.mp3,Let's see how many bugs Cam gives to Drew!
distcomplete-tp,distcomplete-tp-cam-drew-gave-1-candy.mp3,Look! Cam gave Drew one candy!
distcomplete-tp,distcomplete-tp-cam-drew-gave-1-bug.mp3,Look! Cam gave Drew one bug!
distcomplete-tp,distcomplete-tp-cam-drew-gave-5-candy.mp3,Look! Cam gave Drew five candies!
distcomplete-tp,distcomplete-tp-cam-drew-gave-5-bug.mp3,Look! Cam gave Drew five bugs!
distcomplete-tp,distcomplete-tp-cam-drew-gave-9-candy.mp3,Look! Cam gave Drew nine candies!
distcomplete-tp,distcomplete-tp-cam-drew-gave-9-bug.mp3,Look! Cam gave Drew nine bugs!
emotion-tp,emotion-tp-jordan.mp3,"How do you think Jordan feels about what they got? Remember, you can pick as many feelings as you want!"
valence-tp,valence-tp-jordan.mp3,How happy or unhappy does Jordan feel about what they got?
arousal-tp,arousal-tp-jordan.mp3,How sleepy or awake does Jordan feel about what they got?
emotion-tp,emotion-tp-skyler.mp3,"How do you think Skyler feels about what they got? Remember, you can pick as many feelings as you want!"
valence-tp,valence-tp-skyler.mp3,How happy or unhappy does Skyler feel about what they got?
arousal-tp,arousal-tp-skyler.mp3,How sleepy or awake does Skyler feel about what they got?
emotion-tp,emotion-tp-mackenzie.mp3,"How do you think Mackenzie feels about what they got? Remember, you can pick as many feelings as you want!"
valence-tp,valence-tp-mackenzie.mp3,How happy or unhappy does Mackenzie feel about what they got?
arousal-tp,arousal-tp-mackenzie.mp3,How sleepy or awake does Mackenzie feel about what they got?
emotion-tp,emotion-tp-casey.mp3,"How do you think Casey feels about what they got? Remember, you can pick as many feelings as you want!"
valence-tp,valence-tp-casey.mp3,How happy or unhappy does Casey feel about what they got?
arousal-tp,arousal-tp-casey.mp3,How sleepy or awake does Casey feel about what they got?
emotion-tp,emotion-tp-shawn.mp3,"How do you think Shawn feels about what they got? Remember, you can pick as many feelings as you want!"
valence-tp,valence-tp-shawn.mp3,How happy or unhappy does Shawn feel about what they got?
arousal-tp,arousal-tp-shawn.mp3,How sleepy or awake does Shawn feel about what they got?
emotion-tp,emotion-tp-drew.mp3,"How do you think Drew feels about what they got? Remember, you can pick as many feelings as you want!"
valence-tp,valence-tp-drew.mp3,How happy or unhappy does Drew feel about what they got?
arousal-tp,arousal-tp-drew.mp3,How sleepy or awake does Drew feel about what they got?
